id,hotel_name,address,city,country,registration_date,latest_booking,total_bookings,registration_id
504,Purdy-Breitenberg,9 Onsgard Avenue,Rio de Janeiro,BR,2021-05-24,2022-03-21,193,475753727322
505,"Roberts, Herzog and Nolan",679 Village Green Crossing,Santos,BR,2021-05-25,2021-11-16,286,807143384673
506,Zieme-O'Connell,26 Rutledge Alley,Santos,BR,2021-05-25,2021-07-10,150,569132496032
507,Botsford Group,805 Hanover Crossing,Fortaleza,BR,2021-05-27,2022-03-10,51,658165623602
508,Renner Inc,3 Troy Trail,Santos,BR,2021-05-27,2022-01-08,208,877689126003
509,Hammes-Barton,17711 Mandrake Terrace,Rio de Janeiro,BR,2021-05-27,2021-08-04,148,461953701991
510,Weimann and Sons,41 Northview Park,Florianópolis,BR,2021-05-27,2021-10-10,121,557387136851
511,Gutkowski Group,08 Ronald Regan Park,Rio de Janeiro,BR,2021-05-28,2021-08-02,607,482526650467
512,Ortiz-Weimann,56298 Dakota Court,São Paulo,BR,2021-05-29,2022-01-18,410,733757364938
513,Grimes Inc,97 Leroy Plaza,Fortaleza,BR,2021-05-29,2021-12-01,124,893481236910
514,Douglas-Bernhard,1 Luster Parkway,São Paulo,BR,2021-05-29,2022-03-16,461,442374045523
515,Padberg LLC,88 Melby Parkway,São Paulo,BR,2021-05-29,2022-03-24,320,788732112826
516,Harris-Simonis,80881 Rockefeller Trail,Brasilia,BR,2021-05-30,2021-09-24,335,406066600118
517,Turner Inc,6762 Morning Lane,São Paulo,BR,2021-05-30,2022-01-25,59,468807514958
518,"Adams, Hamill and Bode",80552 Eastwood Plaza,São Paulo,BR,2021-05-30,2021-10-15,555,636002858590
519,Hansen Inc,7 Hagan Way,Santos,BR,2021-05-31,2021-11-14,8,626529852977
520,Gutmann-Graham,287 Union Circle,Fortaleza,BR,2021-05-31,2022-03-24,477,272132803663
521,"Crooks, Zboncak and Harris",85 Dapin Point,Rio de Janeiro,BR,2021-05-31,2021-09-01,560,644219747173
522,"Frami, Morar and Swaniawski",68 Fair Oaks Road,Florianópolis,BR,2021-05-31,2022-02-14,367,361507020092
523,"Bernhard, Pacocha and Heidenreich",002 Portage Parkway,Santos,BR,2021-06-01,2022-03-28,119,481972915979
524,"Homenick, Glover and Macejkovic",42 Crownhardt Park,Rio de Janeiro,BR,2021-06-01,2021-10-29,556,702257913684
525,Monahan LLC,20 Parkside Alley,Santos,BR,2021-06-01,2021-09-21,211,240638058252
526,Windler Inc,53696 Huxley Park,Rio de Janeiro,BR,2021-06-01,2021-10-07,720,312312855713
527,Daugherty-Spencer,5857 Buell Road,Florianópolis,BR,2021-06-01,2022-01-16,439,369817944008
528,"Pfannerstill, Nolan and Larson",72225 Macpherson Junction,Rio de Janeiro,BR,2021-06-01,2021-08-22,296,708930131526
529,"Weissnat, Blick and Pouros",2865 Di Loreto Point,Rio de Janeiro,BR,2021-06-02,2022-02-16,490,515096573275
530,"Ziemann, Weimann and Schumm",2 Arrowood Way,Brasilia,BR,2021-06-03,2021-11-17,389,196566635845
531,Grant Group,65 Monument Center,São Paulo,BR,2021-06-03,2021-12-29,57,335903651020
532,"Leffler, Morissette and McDermott",588 Mayer Terrace,São Paulo,BR,2021-06-03,2021-08-24,112,612409343090
533,"Dietrich, Rempel and Ledner",453 7th Alley,Rio de Janeiro,BR,2021-06-03,2021-11-03,350,568290284499
534,"Yost, Schinner and Osinski",37110 Sundown Way,São Paulo,BR,2021-06-03,2022-02-23,649,695651501854
535,Lubowitz LLC,5463 Shelley Circle,Florianópolis,BR,2021-06-04,2021-10-27,433,304152137821
536,Stroman-Parisian,9 Express Parkway,São Paulo,BR,2021-06-05,2021-09-06,307,249794911341
537,"Wehner, Wilkinson and Renner",42903 Green Avenue,Florianópolis,BR,2021-06-05,2021-07-28,503,193510830060
538,"Renner, Douglas and Jacobi",2373 Ridge Oak Circle,Rio de Janeiro,BR,2021-06-05,2021-11-21,773,694029848666
539,Treutel Inc,44071 Monument Court,Florianópolis,BR,2021-06-05,2022-03-14,736,203777462337
540,Jaskolski and Sons,52658 Brentwood Trail,Rio de Janeiro,BR,2021-06-05,2022-02-13,582,541446673958
541,Kautzer and Sons,593 Kropf Court,Brasilia,BR,2021-06-05,2021-10-12,473,384047880593
542,Hoppe-Dibbert,15973 Becker Way,Fortaleza,BR,2021-06-06,2021-11-21,141,750545051102
543,Schiller-Konopelski,17451 Starling Alley,Santos,BR,2021-06-06,2021-11-07,509,335302182689
544,Bayer-Marvin,9 Drewry Terrace,Santos,BR,2021-06-06,2022-01-30,256,683621231443
545,Schaden-Bode,80 Eagan Road,Porto Alegre,BR,2021-06-07,2021-10-25,547,347314299894
546,Hackett Inc,78 Harper Court,Brasilia,BR,2021-06-07,2022-02-21,791,796466879777
547,Windler Group,6576 Colorado Trail,Rio de Janeiro,BR,2021-06-07,2021-11-24,617,827782140936
548,Donnelly Group,98582 Brown Avenue,Fortaleza,BR,2021-06-07,2021-08-28,617,780861908337
549,"Bartoletti, Hills and Kuhn",453 Northland Trail,Fortaleza,BR,2021-06-08,2022-01-28,259,573636086660
550,Blick Inc,7168 Hooker Plaza,Fortaleza,BR,2021-06-08,2022-03-18,526,240255074436
551,"Deckow, Jerde and Schultz",0336 Shoshone Place,Brasilia,BR,2021-06-08,2021-12-12,627,180459777385
552,"Dare, Waters and Smith",9 Melrose Trail,São Paulo,BR,2021-06-08,2022-02-25,365,873631554064
553,"Swaniawski, Vandervort and Harber",56925 Sycamore Lane,São Paulo,BR,2021-06-08,2022-01-10,208,495662157310
554,"Lynch, Weber and Gusikowski",785 Golf Course Circle,Florianópolis,BR,2021-06-08,2021-07-14,271,536654472339
555,Herzog Inc,21 Fuller Pass,São Paulo,BR,2021-06-09,2021-09-19,758,822696088922
556,"Treutel, Armstrong and Kuphal",66 Eastwood Avenue,Florianópolis,BR,2021-06-09,2021-08-27,92,453815635831
557,"Watsica, Brown and Reichel",297 Reindahl Crossing,Florianópolis,BR,2021-06-09,2021-11-13,573,554309745385
558,"Bernier, Stroman and Williamson",906 Kensington Place,Fortaleza,BR,2021-06-10,2021-11-25,357,462365243975
559,Simonis-Pacocha,50 Brickson Park Park,São Paulo,BR,2021-06-11,2021-07-12,739,277107840836
560,Hamill-Bailey,834 Chinook Avenue,Florianópolis,BR,2021-06-11,2021-10-02,780,750309933643
561,"Schaefer, Kirlin and Ortiz",2344 Dawn Drive,Brasilia,BR,2021-06-11,2021-10-20,740,397945758866
562,O'Keefe-Auer,6662 Sullivan Street,Porto Alegre,BR,2021-06-12,2022-01-01,720,194693417276
563,Jerde and Sons,8 Burning Wood Trail,Santos,BR,2021-06-12,2021-09-18,630,448637554165
564,"Cassin, Abbott and Cormier",6719 Riverside Junction,São Paulo,BR,2021-06-14,2021-08-20,332,452973926590
565,"Hegmann, Hessel and Gutkowski",52 Loeprich Plaza,São Paulo,BR,2021-06-15,2021-10-21,766,651626222418
566,Lesch Group,67659 Russell Alley,Fortaleza,BR,2021-06-15,2022-04-15,48,482737853076
567,McClure-O'Kon,2895 Almo Plaza,Florianópolis,BR,2021-06-15,2022-02-17,48,457962777840
568,Oberbrunner Group,292 Shelley Circle,Santos,BR,2021-06-15,2021-09-18,482,247323324377
569,Lind Group,0 Gerald Circle,Brasilia,BR,2021-06-15,2021-12-18,749,679396773272
570,Barrows and Sons,0499 Longview Trail,Rio de Janeiro,BR,2021-06-15,2021-08-26,552,917716468473
571,"Senger, O'Hara and Ondricka",42417 International Place,Brasilia,BR,2021-06-16,2021-09-27,303,437549821109
572,Kuhic Inc,623 Darwin Park,Porto Alegre,BR,2021-06-16,2022-02-27,477,733885076472
573,O'Connell LLC,2 Caliangt Alley,Brasilia,BR,2021-06-17,2021-09-22,607,619340898980
574,"Labadie, Beer and Rogahn",6011 Nobel Hill,Brasilia,BR,2021-06-18,2021-08-14,122,597555334790
575,"Doyle, Emard and VonRueden",1 Continental Crossing,São Paulo,BR,2021-06-18,2021-09-10,392,544781959661
576,"Fisher, Frami and Keeling",58650 Pierstorff Pass,Florianópolis,BR,2021-06-18,2022-02-04,600,164268440382
577,Tremblay Inc,0 Holy Cross Park,Fortaleza,BR,2021-06-20,2022-03-20,337,459969760817
578,Connelly-Gerlach,079 Messerschmidt Park,Florianópolis,BR,2021-06-20,2021-12-05,518,248645970186
579,"Cassin, Pollich and Tromp",0759 Lakeland Hill,Santos,BR,2021-06-21,2022-02-09,446,623821760801
580,"Kertzmann, Nader and Bashirian",35780 Hanover Way,Florianópolis,BR,2021-06-21,2021-07-25,448,413037967697
581,"Reinger, Feest and Bernhard",07182 Carpenter Terrace,São Paulo,BR,2021-06-22,2022-01-04,266,606446821591
582,"Herman, Bahringer and Heller",9804 Hovde Drive,Brasilia,BR,2021-06-22,2021-11-23,123,463299319024
583,Kohler Group,210 Bellgrove Parkway,Porto Alegre,BR,2021-06-23,2021-07-25,37,880522324353
584,Gleichner Group,22741 Oriole Center,Florianópolis,BR,2021-06-23,2021-08-06,788,594452588388
585,Wisozk-Borer,8 Cardinal Place,Rio de Janeiro,BR,2021-06-23,2022-02-28,312,269229956228
586,"Botsford, Dach and Stoltenberg",92 Talisman Park,Santos,BR,2021-06-23,2022-03-30,266,278018380901
587,Berge-Kuhlman,5 Butterfield Street,Rio de Janeiro,BR,2021-06-23,2022-04-20,538,584499442950
588,Friesen Inc,5642 Parkside Way,São Paulo,BR,2021-06-23,2022-03-29,620,242113766422
589,Abbott-Gerhold,4867 Mifflin Hill,Fortaleza,BR,2021-06-24,2022-02-16,438,358298594963
590,Jerde-Block,49 Cascade Junction,Rio de Janeiro,BR,2021-06-24,2021-12-02,102,159342934526
591,Rolfson-Rutherford,08628 Harper Park,Florianópolis,BR,2021-06-24,2022-03-18,251,453845135942
592,"Champlin, Johns and Mraz",21196 Lindbergh Avenue,São Paulo,BR,2021-06-24,2021-11-08,244,844276725687
593,Graham-Feest,5256 Summit Terrace,Porto Alegre,BR,2021-06-24,2021-10-03,11,634596228608
594,"Reilly, Schmitt and DuBuque",171 Banding Drive,Porto Alegre,BR,2021-06-25,2022-02-19,583,820157933919
595,Quigley-Denesik,9037 Harbort Drive,Fortaleza,BR,2021-06-25,2022-01-01,652,440325825600
596,"Huels, Mayert and Torp",8228 Sunbrook Way,Brasilia,BR,2021-06-25,2021-11-28,61,905866206038
597,Goldner and Sons,3 Northport Street,Brasilia,BR,2021-06-25,2021-08-18,362,656072359584
598,Gorczany Inc,5 Portage Plaza,Fortaleza,BR,2021-06-25,2021-08-29,391,862802994998
599,Mayer-Schaefer,398 Manley Street,Santos,BR,2021-06-25,2021-09-08,603,241794890746
600,Dare-Feest,81356 Kipling Court,Santos,BR,2021-06-26,2022-01-12,192,342630396790
601,"Ward, Sporer and D'Amore",0 Rieder Park,Florianópolis,BR,2021-06-26,2021-09-30,219,160813922046
602,"Hartmann, Hahn and Cole",00 Bultman Place,Porto Alegre,BR,2021-06-26,2022-01-01,111,534693185939
603,"Jakubowski, Wisozk and Schiller",416 Amoth Parkway,Santos,BR,2021-06-26,2022-03-08,244,197042765293
604,Witting Inc,6268 Montana Avenue,Florianópolis,BR,2021-06-27,2021-12-11,654,779187187806
605,Olson-Doyle,4 Gulseth Hill,Florianópolis,BR,2021-06-27,2022-04-01,797,234365905373
606,Corwin LLC,5 Hoard Circle,São Paulo,BR,2021-06-28,2021-10-23,511,167239172637
607,Oberbrunner and Sons,9369 Beilfuss Drive,Florianópolis,BR,2021-06-28,2021-08-24,799,625855230718
608,Rohan and Sons,0178 Grim Road,São Paulo,BR,2021-06-29,2022-04-06,408,387962148336
609,Metz Group,9 Roth Drive,Rio de Janeiro,BR,2021-06-29,2021-12-26,704,855174842317
610,Price-Schultz,7 Lindbergh Park,Porto Alegre,BR,2021-06-29,2021-10-16,729,716898642683
611,Schulist and Sons,48703 Lunder Drive,Brasilia,BR,2021-06-29,2021-08-25,410,278081602981
612,"Schoen, Rodriguez and Bode",0122 Maryland Place,Florianópolis,BR,2021-06-30,2022-01-16,375,885458886116
613,"Reynolds, Walsh and Macejkovic",5 Eastlawn Hill,Brasilia,BR,2021-07-02,2022-01-20,229,685732906804
614,Gorczany-Botsford,95459 Anderson Junction,Fortaleza,BR,2021-07-02,2021-10-15,71,262481383983
615,"Goodwin, McGlynn and Gottlieb",9 Wayridge Terrace,Florianópolis,BR,2021-07-02,2021-11-13,776,479258820895
616,"Goodwin, O'Connell and Leannon",218 Lake View Drive,Rio de Janeiro,BR,2021-07-02,2022-03-27,744,184974605313
617,Metz-Bode,03213 Haas Terrace,Florianópolis,BR,2021-07-02,2022-01-03,743,884164632920
618,Ernser-Dibbert,0694 Manley Place,São Paulo,BR,2021-07-02,2022-04-15,570,926816731683
619,Beer Group,186 Veith Drive,São Paulo,BR,2021-07-02,2022-01-26,204,834315366507
620,"Ortiz, Boyle and Kuvalis",6641 Luster Way,Porto Alegre,BR,2021-07-03,2022-03-18,93,294291038481
621,Prosacco LLC,420 Becker Junction,Rio de Janeiro,BR,2021-07-03,2021-09-11,252,497116268773
622,Bradtke-Schultz,785 Loftsgordon Way,Santos,BR,2021-07-03,2021-12-01,668,470150938136
623,Hackett Group,6 Nobel Way,Porto Alegre,BR,2021-07-03,2021-11-07,527,844779182453
624,Paucek-Gutmann,97 Crowley Circle,Florianópolis,BR,2021-07-04,2021-12-23,694,683476196620
625,Cole-Harber,05 Ruskin Street,Porto Alegre,BR,2021-07-04,2021-11-17,67,830785966359
626,"Turcotte, Jacobs and Raynor",86789 Bultman Crossing,Rio de Janeiro,BR,2021-07-04,2022-02-05,183,316806854462
627,Murray-Predovic,3410 Kinsman Avenue,Florianópolis,BR,2021-07-04,2022-05-03,48,275491604412
628,"Wunsch, Trantow and Koss",7 Vernon Hill,Florianópolis,BR,2021-07-04,2022-02-07,257,324014758888
629,"Boyer, Mante and Fritsch",8 Hovde Terrace,Fortaleza,BR,2021-07-05,2022-02-16,684,844797011183
630,Schuster-Bahringer,4962 Logan Pass,Florianópolis,BR,2021-07-05,2022-02-15,657,299744526652
631,Kuhic-Wilderman,13 Magdeline Parkway,Rio de Janeiro,BR,2021-07-05,2021-08-12,455,326005887791
632,"VonRueden, Kerluke and Dooley",323 Basil Crossing,São Paulo,BR,2021-07-05,2021-09-09,566,201450471866
633,Cronin-Hills,29 Florence Alley,Fortaleza,BR,2021-07-05,2022-03-26,647,387469451446
634,"Kuhic, Corwin and Schoen",6 Village Hill,Porto Alegre,BR,2021-07-05,2022-03-10,747,590822037186
635,"Hintz, Bergnaum and Crist",13 Mockingbird Pass,Santos,BR,2021-07-06,2021-08-15,274,597075591416
636,Hoppe LLC,96 Ryan Terrace,Florianópolis,BR,2021-07-06,2022-03-15,283,247820724252
637,Medhurst and Sons,969 Sachtjen Alley,Brasilia,BR,2021-07-06,2022-02-18,140,308468531950
638,"Bergnaum, Cartwright and Simonis",4 Kim Terrace,São Paulo,BR,2021-07-07,2022-03-16,634,854189302520
639,"Goyette, Quitzon and Gusikowski",398 Kings Hill,São Paulo,BR,2021-07-07,2021-09-26,188,274651078250
640,Pfeffer-Williamson,85439 Kennedy Avenue,Brasilia,BR,2021-07-08,2021-10-29,155,417590847627
641,Koss LLC,475 Drewry Center,Brasilia,BR,2021-07-08,2022-03-04,765,262361066880
642,Turner-White,42810 Coleman Crossing,Fortaleza,BR,2021-07-08,2021-10-26,613,430317737339
643,Lynch-Hills,460 Norway Maple Avenue,Porto Alegre,BR,2021-07-08,2022-02-14,628,345825021649
644,"Heaney, Gleichner and Maggio",53603 Prairie Rose Plaza,Porto Alegre,BR,2021-07-09,2021-09-26,35,528856593952
645,"Feeney, Weimann and O'Connell",138 Vahlen Court,Florianópolis,BR,2021-07-09,2022-01-21,711,507714828637
646,Keeling Group,35653 Russell Street,Rio de Janeiro,BR,2021-07-10,2021-09-30,416,362750464967
647,"Glover, Windler and Wyman",640 Shasta Drive,Rio de Janeiro,BR,2021-07-10,2021-12-04,324,262125212812
648,"Veum, Tromp and Jenkins",98 Butternut Avenue,São Paulo,BR,2021-07-10,2021-11-17,465,347390207128
649,Mueller-Cronin,476 Vahlen Parkway,Santos,BR,2021-07-10,2022-01-05,578,258416026239
650,Berge Group,52201 Oakridge Center,Porto Alegre,BR,2021-07-11,2022-04-12,712,611212247243
651,"Welch, Kreiger and Smith",39 Sugar Court,Brasilia,BR,2021-07-11,2022-04-19,13,816403634435
652,Schinner LLC,9 Mitchell Park,Rio de Janeiro,BR,2021-07-12,2022-03-01,329,648050341263
653,Hoeger-Spencer,567 Bayside Drive,São Paulo,BR,2021-07-12,2021-09-27,400,608495325112
654,"Baumbach, Ward and Rodriguez",07 Bartelt Crossing,São Paulo,BR,2021-07-14,2022-02-27,189,732990156241
655,"Nader, Ward and Haag",557 Dahle Drive,Brasilia,BR,2021-07-15,2021-11-13,319,944147108150
656,"Reinger, Franecki and Ruecker",89481 Hauk Road,Porto Alegre,BR,2021-07-16,2022-04-09,120,589524719310
657,"Stanton, Goodwin and Stark",03000 Roxbury Drive,Brasilia,BR,2021-07-16,2022-04-30,227,225755257930
658,Moore and Sons,80583 Nevada Hill,Rio de Janeiro,BR,2021-07-16,2022-03-17,674,757860234527
659,Gulgowski LLC,8210 Veith Park,Porto Alegre,BR,2021-07-16,2021-12-24,588,167792832007
660,Walter-Swift,55046 Barby Way,São Paulo,BR,2021-07-17,2021-11-08,584,728149943574
661,Koss-Kuphal,1559 Bultman Alley,Rio de Janeiro,BR,2021-07-17,2021-11-28,437,720734765593
662,Cruickshank-Frami,29 Texas Parkway,Florianópolis,BR,2021-07-17,2021-09-30,72,733701839965
663,"Block, Nader and Buckridge",609 Monica Junction,Fortaleza,BR,2021-07-17,2021-11-10,294,274810868947
664,"Feil, Sauer and Padberg",1 8th Trail,Brasilia,BR,2021-07-18,2021-11-03,316,437089290770
665,Lakin Inc,7 Morrow Trail,Fortaleza,BR,2021-07-18,2022-02-02,422,260585588778
666,Will LLC,45902 Nancy Center,Fortaleza,BR,2021-07-19,2022-02-13,421,426979145586
667,Volkman-Kuhic,47073 Nova Terrace,Fortaleza,BR,2021-07-19,2022-05-15,111,607341760115
668,Keebler LLC,5 Spaight Street,Brasilia,BR,2021-07-19,2022-03-03,589,821152114067
669,Kessler-Hilpert,82 Chive Hill,Rio de Janeiro,BR,2021-07-19,2022-01-07,338,420796454947
670,Murray-Gislason,1 Elgar Center,Santos,BR,2021-07-19,2022-02-14,490,543952988920
671,Effertz Group,48 Norway Maple Street,Brasilia,BR,2021-07-20,2022-02-11,776,624978420964
672,"Reynolds, Abbott and Nader",1 Scott Park,Brasilia,BR,2021-07-20,2022-01-28,426,426840101086
673,"Fritsch, Kling and Daugherty",89 Laurel Hill,São Paulo,BR,2021-07-20,2022-03-01,286,908132532677
674,"Pfeffer, Kling and Prosacco",848 Knutson Circle,Fortaleza,BR,2021-07-21,2021-08-31,342,435912860453
675,Gerhold-Hirthe,843 Manitowish Hill,Florianópolis,BR,2021-07-21,2022-03-06,98,151014983223
676,Ebert Inc,112 South Road,São Paulo,BR,2021-07-21,2022-02-18,725,793356722335
677,Klocko-Bergnaum,40 Birchwood Terrace,Santos,BR,2021-07-21,2022-03-16,214,456483345365
678,Miller-Sporer,20 Rowland Trail,Florianópolis,BR,2021-07-21,2021-09-05,150,705047574969
679,Pfannerstill Inc,4855 Anzinger Terrace,Rio de Janeiro,BR,2021-07-21,2021-12-25,743,346828751197
680,Harvey-Huels,442 John Wall Terrace,Florianópolis,BR,2021-07-21,2022-05-04,266,166778205777
681,"Douglas, Jakubowski and Powlowski",54 Springs Alley,São Paulo,BR,2021-07-22,2022-04-20,694,764029439299
682,Gislason LLC,26053 Grayhawk Place,São Paulo,BR,2021-07-22,2021-11-08,212,925407619796
683,Kunde LLC,4 Aberg Street,Rio de Janeiro,BR,2021-07-23,2022-02-03,719,794460910960
684,Padberg-Conroy,8 Havey Avenue,Fortaleza,BR,2021-07-23,2021-10-14,286,478353985786
685,"Hettinger, McDermott and Greenholt",6 Havey Parkway,Rio de Janeiro,BR,2021-07-23,2022-03-06,713,330811343506
686,Hintz and Sons,4664 Glacier Hill Parkway,Rio de Janeiro,BR,2021-07-23,2022-03-09,332,370893017976
687,Erdman Group,9312 Garrison Lane,Rio de Janeiro,BR,2021-07-23,2022-05-09,614,590588836857
688,Murazik-Conroy,878 Haas Point,São Paulo,BR,2021-07-23,2022-05-08,771,840131747695
689,"Daugherty, White and Konopelski",76868 Mayfield Crossing,Florianópolis,BR,2021-07-24,2022-05-14,96,615169667240
690,"Emmerich, Connelly and Spencer",49 Dayton Center,Rio de Janeiro,BR,2021-07-24,2021-11-09,117,360290520351
691,"Schiller, Kozey and Metz",56848 Fulton Drive,Santos,BR,2021-07-24,2022-05-01,381,262458330171
692,"Douglas, Glover and Robel",8 Forest Trail,Santos,BR,2021-07-24,2022-05-04,267,278799749105
693,"Shanahan, Jones and Metz",8 Crowley Plaza,Rio de Janeiro,BR,2021-07-25,2022-01-01,338,629600859307
694,"O'Conner, Schowalter and Sipes",5 Truax Trail,Florianópolis,BR,2021-07-25,2022-03-08,689,283433710003
695,Collins Group,30 Sundown Park,Florianópolis,BR,2021-07-25,2021-10-09,200,156196207532
696,Goldner and Sons,5344 Schiller Pass,Brasilia,BR,2021-07-25,2022-04-06,461,656072359584
697,"Kohler, Willms and Erdman",667 Goodland Trail,Fortaleza,BR,2021-07-25,2021-11-12,497,584307472236
698,"Zemlak, Gusikowski and Kling",2711 Brentwood Drive,Santos,BR,2021-07-25,2021-10-16,469,686628723952
699,Hane and Sons,60 Hoard Drive,Brasilia,BR,2021-07-25,2021-10-17,124,907621954949
700,Fay and Sons,15 Mifflin Junction,Brasilia,BR,2021-07-26,2021-12-09,39,732657428141
701,Stracke LLC,96 Maple Wood Place,Florianópolis,BR,2021-07-26,2022-03-19,625,493657321019
702,Connelly Group,98 Hovde Court,São Paulo,BR,2021-07-27,2021-12-22,60,160363394714
703,Conn LLC,4995 Hoard Park,Florianópolis,BR,2021-07-27,2021-11-08,686,757812534520
704,Collins-Little,071 Gerald Park,Brasilia,BR,2021-07-27,2022-04-04,282,248791798657
705,Gibson-Walter,9 Northview Alley,Fortaleza,BR,2021-07-27,2022-02-07,270,814006943099
706,Schmidt Inc,3 Butterfield Park,Florianópolis,BR,2021-07-27,2021-10-29,725,235066917584
707,"Hackett, Spencer and Thompson",4 Vidon Park,Fortaleza,BR,2021-07-28,2021-12-20,755,875672972418
708,"Kuhic, Kovacek and Wintheiser",59 Holy Cross Lane,São Paulo,BR,2021-07-28,2022-05-26,25,488644090997
709,"Torp, Koss and Krajcik",1 Transport Way,Rio de Janeiro,BR,2021-07-28,2021-10-02,164,846533475430
710,"Berge, Stokes and Fadel",50 Crest Line Plaza,Florianópolis,BR,2021-07-29,2022-01-09,174,609013801646
711,"Zulauf, McCullough and Hansen",2740 Carioca Place,Fortaleza,BR,2021-07-30,2022-03-14,615,480701746724
712,"Glover, Gottlieb and Bednar",4 Homewood Place,São Paulo,BR,2021-07-30,2022-04-09,411,742685890632
713,Kuphal-Stiedemann,54 Eastwood Trail,São Paulo,BR,2021-07-30,2021-09-23,743,286067829432
714,Krajcik and Sons,805 Manufacturers Center,Porto Alegre,BR,2021-07-31,2021-09-14,168,741158564391
715,Becker Inc,67534 Forest Court,Fortaleza,BR,2021-07-31,2021-09-21,786,471721249650
716,"Davis, Bartoletti and Streich",0 Basil Drive,Rio de Janeiro,BR,2021-07-31,2021-11-13,678,504907718275
717,Lebsack Inc,441 Rigney Alley,Rio de Janeiro,BR,2021-08-01,2021-12-02,124,742123700950
718,"Kunze, Bashirian and Towne",8 Sugar Drive,Florianópolis,BR,2021-08-01,2022-05-28,738,332813219360
719,Harber Inc,7928 Ridge Oak Street,Florianópolis,BR,2021-08-01,2021-11-16,594,874119920878
720,O'Kon and Sons,751 Meadow Ridge Park,São Paulo,BR,2021-08-01,2021-12-22,783,184552669742
721,"Windler, Feil and Durgan",7338 Mesta Court,Rio de Janeiro,BR,2021-08-02,2022-05-17,533,853061381851
722,"Dickens, Metz and Koelpin",0791 Farragut Terrace,Porto Alegre,BR,2021-08-02,2022-02-22,680,490142531549
723,Dicki-Marks,23 Welch Avenue,Rio de Janeiro,BR,2021-08-02,2022-01-10,490,435627829685
724,Abbott-Mosciski,748 Eagle Crest Alley,Brasilia,BR,2021-08-03,2022-05-10,585,271527964976
725,Huels-Robel,99920 Little Fleur Trail,Brasilia,BR,2021-08-03,2022-03-29,184,201099748123
726,McGlynn LLC,86536 Bobwhite Circle,Porto Alegre,BR,2021-08-03,2022-04-01,42,756085303790
727,VonRueden-Tremblay,4 Debs Place,São Paulo,BR,2021-08-03,2022-05-07,355,657460300683
728,"Hermann, Pacocha and Fadel",17 Hollow Ridge Crossing,Florianópolis,BR,2021-08-04,2022-05-02,630,247912310505
729,Mraz LLC,350 Washington Park,Rio de Janeiro,BR,2021-08-04,2021-10-16,164,798648368453
730,Denesik-Turner,527 Badeau Terrace,Porto Alegre,BR,2021-08-04,2021-10-20,428,714372580418
731,Mraz-Frami,66 6th Junction,Porto Alegre,BR,2021-08-04,2021-12-28,694,430363703457
732,Balistreri-Roberts,57 Butternut Center,Brasilia,BR,2021-08-04,2022-05-24,204,439580271276
733,"Larson, Welch and Hayes",16246 Everett Road,Florianópolis,BR,2021-08-05,2022-01-28,36,867232201356
734,Blanda-Barton,8 Riverside Terrace,Brasilia,BR,2021-08-05,2021-12-25,794,428454131707
735,Bailey and Sons,16 Victoria Way,Santos,BR,2021-08-05,2022-04-18,141,251385586042
736,"Donnelly, Collins and Swift",99382 Carpenter Street,Florianópolis,BR,2021-08-06,2022-02-24,491,593551004082
737,Effertz and Sons,9 Lakeland Crossing,Rio de Janeiro,BR,2021-08-06,2021-10-24,146,289680775870
738,"Kirlin, Reilly and Bartoletti",854 Thompson Lane,Porto Alegre,BR,2021-08-07,2022-03-09,423,519771601965
739,"Daniel, Bartoletti and Denesik",6 East Street,Rio de Janeiro,BR,2021-08-08,2022-03-18,188,858549544663
740,"Runte, Bradtke and West",1 Everett Circle,Porto Alegre,BR,2021-08-09,2022-05-19,385,290389725172
741,Rodriguez and Sons,6 Londonderry Crossing,Santos,BR,2021-08-09,2021-10-24,675,822474755567
742,Shanahan-Carter,92794 Graceland Lane,Brasilia,BR,2021-08-09,2022-04-04,593,395328271895
743,Grady Inc,74 Lien Pass,Santos,BR,2021-08-10,2022-03-22,568,919926234100
744,Feeney-Ryan,70 Summer Ridge Street,Brasilia,BR,2021-08-10,2021-09-14,318,256491038145
745,Dach-Gibson,83 Forster Parkway,São Paulo,BR,2021-08-10,2021-12-08,650,705659228352
746,"Grant, Reichel and Klocko",9213 Milwaukee Street,Fortaleza,BR,2021-08-10,2021-11-18,575,594801724315
747,Reynolds Inc,950 Mandrake Center,Fortaleza,BR,2021-08-10,2021-10-11,557,203211732068
748,Gorczany Group,6892 Eagan Circle,Porto Alegre,BR,2021-08-10,2022-02-14,198,820960850535
749,Bernhard and Sons,5 Merrick Junction,São Paulo,BR,2021-08-10,2022-04-03,720,179413575833
750,Kertzmann-Bradtke,72621 Forest Dale Plaza,Rio de Janeiro,BR,2021-08-11,2022-04-22,601,706319140302
751,"Morar, Waters and Vandervort",011 Maywood Way,Santos,BR,2021-08-12,2021-11-01,405,746211925489
752,"Ullrich, Hoppe and Ernser",60433 Rieder Court,Rio de Janeiro,BR,2021-08-12,2022-01-01,632,588679891237
753,Schuppe-Wunsch,43 Village Drive,Porto Alegre,BR,2021-08-13,2021-10-07,501,748091413421
754,"Lehner, Welch and Klein",04453 Bayside Way,Porto Alegre,BR,2021-08-13,2022-03-12,783,446799460065
755,"Frami, Jones and O'Hara",794 5th Road,Santos,BR,2021-08-13,2022-01-16,751,808825064843
